0 ans,1 an,2 ans,3 ans,4 ans,5 ans,6 ans,7 ans,8 ans,9 ans,10 ans,11 ans,12 ans,13 ans,14 ans,15 ans,16 ans,17 ans,18 ans,19 ans,20 ans,21 ans,22 ans,23 ans,24 ans,25 ans,26 ans,27 ans,28 ans,29 ans,30 ans,31 ans,32 ans,33 ans,34 ans,35 ans,36 ans,37 ans,38 ans,39 ans,40 ans,41 ans,42 ans,43 ans,44 ans,45 ans,46 ans,47 ans,48 ans,49 ans,50 ans,51 ans,52 ans,53 ans,54 ans,55 ans,56 ans,57 ans,58 ans,59 ans,60 ans,61 ans,62 ans,63 ans,64 ans,65 ans,66 ans,67 ans,68 ans,69 ans,70 ans,71 ans,72 ans,73 ans,74 ans,75 ans,76 ans,77 ans,78 ans,79 ans,80 ans,81 ans,82 ans,83 ans,84 ans,85 ans,86 ans,87 ans,88 ans,89 ans,90 ans,91 ans,92 ans,93 ans,94 ans,95 ans,96 ans,97 ans,98 ans,99 ans,100 ans ou plus
85611,88206,87541,87070,85315,85898,85086,86235,84928,84337,82767,82026,81729,81745,80561,81805,82277,87844,88442,91071,93447,95962,96741,99433,103126,109120,112344,115664,116205,119484,117867,119803,120129,121088,120008,122467,121530,121803,118156,116771,116577,115510,114913,117289,117882,121145,124767,126312,129490,131882,132985,135292,135189,137150,132480,126998,122245,118586,114426,109632,106341,102553,97795,94287,90397,88779,84715,86481,84564,84953,83230,82377,78096,76048,72610,68354,62950,56973,54419,51480,48170,46390,44158,41049,37430,34724,31238,28441,24476,21018,17526,14799,12128,9547,7287,5294,3998,2628,1548,977,1510
