"","x"
"hpv16",0.239093959713907
"hpv18",0.0919482153684463
"hpv31",0.119600317154921
"hpv33",0.0548861176768932
"hpv35",0.04061622418148
"hpv39",0.0543975861791918
"hpv45",0.0627068915751431
"hpv51",0.0738402402687484
"hpv52",0.085485642650249
"hpv58",0.0572455959001447
"hpv6",0
"hpv11",0
"otherHR",0.120179209330875
